dds_reference,operator_name,operator_address,operator_eori,supplier_name,commodity,hs_code,product_description,quantity_kg,estimated_annual_qty,country_of_production,geolocation_lat,geolocation_lon,production_date,prior_dds_reference,dd_confirmation,submission_date,risk_level,status,status_group
DDS-25-00352,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,soy,2309,Complete dog food (soy),9773.7,100258.3476437118,US,38.28994820815246,-94.86694981373489,2024-11-21,DDS-UP-2275,1,2025-01-18,low,valid,valid
DDS-25-00353,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,wood,4401,Firelogs 700g,661.6,6205.7713448197355,IE,54.40315826561374,-7.739415311977473,2025-09-03,,1,2025-12-07,low,valid,valid
DDS-26-00354,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,wood,4401,Firelogs 700g,16697.2,181817.47878911675,IE,52.3607170274263,-8.113331167354726,2026-03-17,DDS-UP-6410,1,2026-06-16,low,valid,valid
DDS-25-00355,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Killeen Paper Mills,wood,4401,Firelogs 700g,14550.4,129224.87571366767,IE,53.74177770242166,-7.9673023785104,2025-02-22,DDS-UP-9399,1,2025-04-14,low,valid,valid
DDS-26-00356,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,wood,4818,Toilet tissue rolls,22023.5,301359.0734536714,IE,54.67471500945366,-7.401927431615211,2025-12-20,,1,2026-02-15,low,valid,valid
DDS-26-00357,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,wood,4818,Toilet tissue rolls,3996.4,44219.48441697645,BR,-9.398092803023717,-55.98829964803091,2026-07-17,DDS-UP-3979,1,2026-09-06,standard,valid,valid
DDS-25-00358,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,cattle,2309,Beef pet food complete,3739.2,41229.00683930165,IE,53.160410435420275,-7.428212027203078,2025-01-05,DDS-UP-9564,1,2025-03-29,low,valid,valid
DDS-26-00359,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,soy,2309,Complete dog food (soy),12831.6,172096.2455490386,AR,-34.96773344704801,-62.79517534491238,2025-12-07,DDS-UP-8901,1,2026-03-16,standard,valid,valid
DDS-26-00360,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,soy,2309,Complete dog food (soy),21933.2,281047.6639544715,US,39.82461126920341,-94.5523047946804,2025-10-25,DDS-UP-8028,1,2026-01-11,low,valid,valid
DDS-26-00361,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,wood,4818,Toilet tissue rolls,3780.1,32141.833026782107,SE,61.323576629792285,16.011571542100032,2025-11-11,DDS-UP-4809,1,2026-02-25,low,valid,valid
DDS-26-00362,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,soy,2309,Complete dog food (soy),13302.2,161310.464115792,BR,-11.432936958846387,-54.372553488381676,2026-05-30,DDS-UP-7144,1,2026-08-08,standard,valid,valid
DDS-25-00363,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,wood,4818,Toilet tissue rolls,10877.3,112957.76803699981,IE,53.07821476723796,-7.443889445357783,2025-03-09,DDS-UP-5514,1,2025-05-04,low,valid,valid
DDS-26-00364,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,wood,4818,Toilet tissue rolls,24718.5,324553.7452428905,IE,53.24740327102064,-8.089361093362559,2025-10-17,DDS-UP-7522,1,2026-02-08,low,valid,valid
DDS-24-00365,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,wood,4818,Toilet tissue rolls,10313.7,142199.32920960817,IE,54.14932778103601,-6.352264464755466,2024-09-02,DDS-UP-1852,1,2024-10-02,low,valid,valid
DDS-24-00366,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,soy,2309,Complete dog food (soy),5933.4,80599.95795591135,US,38.91500598026503,-94.69926367472013,2024-06-22,DDS-UP-1618,1,2024-09-11,low,valid,valid
DDS-26-00367,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Killeen Paper Mills,wood,4401,Firelogs 700g,16187.1,219894.48232063517,IE,53.93481749512694,-7.4075823085577115,2026-08-20,DDS-UP-4304,1,2026-11-24,low,valid,valid
DDS-25-00368,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Killeen Paper Mills,wood,4818,Toilet tissue rolls,17013.6,144973.85325605786,IE,53.59854473867747,-7.652559105341515,2025-01-25,DDS-UP-1004,1,2025-03-31,low,valid,valid
DDS-26-00369,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,cattle,2309,Beef pet food complete,17738.7,219194.14037930887,IE,52.98542935115361,-7.441759504370904,2025-09-28,,1,2026-01-07,low,valid,valid
DDS-26-00370,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Killeen Paper Mills,soy,2309,Complete dog food (soy),11641.6,121570.99077973758,BR,-9.110137004803534,-55.670476453908634,2026-02-07,DDS-UP-1076,1,2026-03-22,standard,valid,valid
DDS-26-00371,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,wood,4401,Firelogs 700g,21964.8,267205.1123930689,IE,52.81989768327062,-8.848973007434408,2025-10-17,,1,2026-01-03,low,valid,valid
DDS-25-00372,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,wood,4401,Firelogs 700g,22464.8,214469.61671628917,IE,54.07241985514001,-6.316283824095157,2025-08-31,,1,2025-11-17,low,valid,valid
DDS-25-00373,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,wood,4401,Firelogs 700g,13154.4,112576.09948874531,BR,-9.9692610718047,-55.81020958423254,2025-03-08,DDS-UP-5314,1,2025-07-02,standard,valid,valid
DDS-25-00374,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Killeen Paper Mills,cattle,2309,Beef pet food complete,22410.7,206133.60144608503,IE,53.463654512123675,-8.664542758243782,2025-05-01,DDS-UP-4115,1,2025-06-30,low,valid,valid
DDS-26-00375,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Killeen Paper Mills,soy,2309,Complete dog food (soy),19584.0,234626.98289896615,BR,-11.39170032363518,-55.750913698159124,2025-12-13,DDS-UP-2285,1,2026-03-31,standard,valid,valid
DDS-25-00376,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,wood,4818,Toilet tissue rolls,12562.3,165980.80846259795,SE,61.473979271402875,16.044031787267894,2025-05-27,,1,2025-08-27,low,flagged: missing_prior,missing_prior
DDS-26-00377,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Killeen Paper Mills,wood,4818,Toilet tissue rolls,1826.6,20539.400376508187,IE,53.33340090692639,-8.006361506385518,2026-04-07,,1,2026-07-10,low,valid,valid
DDS-24-00378,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,wood,4818,Toilet tissue rolls,11771.7,120972.67577894275,SE,60.92771189156473,14.871588102948081,2024-09-22,DDS-UP-1193,1,2024-11-03,low,valid,valid
DDS-25-00379,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,wood,4818,Toilet tissue rolls,23983.9,222167.53998616262,IE,52.579102307270894,-7.554309798862434,2024-12-08,DDS-UP-4013,1,2025-04-06,low,valid,valid
DDS-26-00380,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,cattle,2309,Beef pet food complete,17307.3,221957.9099445977,IE,53.001777792266665,-7.847813025566431,2025-11-12,,1,2026-02-21,low,valid,valid
DDS-24-00381,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,wood,4818,Toilet tissue rolls,4826.9,47759.103096724604,IE,52.237531206012605,-6.322556237759993,2024-09-15,DDS-UP-9470,1,2024-12-16,low,valid,valid
DDS-26-00382,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,wood,4818,Toilet tissue rolls,5778.9,57834.88002253084,IE,53.50350355761593,-8.004794294410017,2026-03-11,DDS-UP-2577,1,2026-05-26,low,valid,valid
DDS-25-00383,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,wood,4818,Toilet tissue rolls,21750.5,249159.95438364442,IE,54.23004764447469,-8.167579170618161,2025-06-13,,1,2025-10-04,low,valid,valid
DDS-26-00384,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,wood,4401,Firelogs 700g,11449.8,157315.2894956537,BR,-11.146173804511673,-55.52472913995699,2025-11-11,DDS-UP-5694,1,2026-01-01,standard,valid,valid
DDS-25-00385,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,wood,4401,Firelogs 700g,2438.2,23767.910356300126,SE,59.865449463530034,15.336930414400344,2025-07-26,DDS-UP-6136,1,2025-09-28,low,valid,valid
DDS-26-00386,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,wood,4401,Firelogs 700g,14879.5,135452.80819735283,IE,54.463075419773865,-6.857077889230703,2026-10-19,,1,2026-11-20,low,valid,valid
DDS-26-00387,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Killeen Paper Mills,wood,4818,Toilet tissue rolls,4589.3,49743.949459436255,IE,52.55494103000545,-6.968373965456406,2026-06-04,DDS-UP-2045,1,2026-07-10,low,valid,valid
DDS-25-00388,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Killeen Paper Mills,wood,4818,Toilet tissue rolls,2565.6,24055.41383623125,IE,54.09498911640078,-8.95024639582794,2025-02-28,,1,2025-05-05,low,valid,valid
DDS-24-00389,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,wood,4818,Toilet tissue rolls,21579.0,285390.68301711674,IE,53.38022701379324,-8.688176047163353,2024-03-23,DDS-UP-8801,1,2024-05-26,low,valid,valid
DDS-26-00390,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,wood,4401,Firelogs 700g,15960.7,188929.51111519194,IE,54.64545839647106,-7.582137294626907,2025-12-30,DDS-UP-8126,1,2026-03-09,low,valid,valid
DDS-25-00391,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,soy,2309,Complete dog food (soy),6865.3,86157.87208204748,BR,-11.318614666058695,-56.23133793230667,2025-05-08,DDS-UP-1001,1,2025-06-24,standard,valid,valid
DDS-26-00392,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,wood,4818,Toilet tissue rolls,7840.5,90808.84751595606,IE,51.824951331789116,-6.433734812767842,2026-10-26,,1,2026-11-25,low,valid,valid
DDS-25-00393,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,wood,4401,Firelogs 700g,18559.4,157295.71073133245,IE,54.44648620547103,-7.888680900750636,2025-01-01,DDS-UP-7199,1,2025-04-21,low,valid,valid
DDS-26-00394,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,wood,4818,Toilet tissue rolls,16387.2,215014.68368233737,IE,54.52986321031785,-6.777275178717273,2026-03-30,DDS-UP-5404,1,2026-05-22,low,valid,valid
DDS-26-00395,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,wood,4818,Toilet tissue rolls,5100.8,41483.71132808463,IE,53.16602903793147,-7.84169830220638,2026-04-21,DDS-UP-1813,1,2026-06-03,low,valid,valid
DDS-24-00396,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,wood,4818,Toilet tissue rolls,12592.7,138398.48940980528,IE,53.11524990634114,-9.17538773195124,2024-06-30,DDS-UP-6104,1,2024-09-15,low,valid,valid
DDS-26-00397,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,wood,4401,Firelogs 700g,7029.3,64340.263708007486,IE,52.79074594110749,-6.669361102195765,2026-09-27,DDS-UP-9899,1,2026-11-28,low,valid,valid
DDS-25-00398,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,soy,2309,Complete dog food (soy),6555.5,81366.45087431061,US,37.865884668557314,-94.19556298744644,2025-03-09,,1,2025-04-20,low,flagged: missing_prior,missing_prior
DDS-25-00399,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,wood,4401,Firelogs 700g,4386.0,49550.74582255405,BR,-10.581523365025454,-54.45567303982644,2025-05-14,,1,2025-06-28,standard,flagged: missing_prior,missing_prior
DDS-26-00400,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Killeen Paper Mills,wood,4818,Toilet tissue rolls,24345.2,219208.12809298604,IE,52.396170895407195,-6.537441271869373,2026-07-26,DDS-UP-8113,1,2026-09-29,low,valid,valid
DDS-26-00401,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,wood,4401,Firelogs 700g,12144.1,115275.84772404013,IE,52.529267999729434,-6.293495211556703,2025-11-28,DDS-UP-7084,1,2026-03-01,low,valid,valid
DDS-26-00402,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,wood,4818,Toilet tissue rolls,9210.2,80634.97630352962,IE,54.592546353555875,-6.209080691049394,2026-02-06,DDS-UP-9787,1,2026-04-06,low,valid,valid
DDS-26-00403,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,wood,4818,Toilet tissue rolls,5227.6,49684.03801986505,IE,53.7339379390336,-8.15804678338337,2026-09-14,DDS-UP-6868,1,2026-10-19,low,valid,valid
DDS-25-00404,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Killeen Paper Mills,wood,4401,Firelogs 700g,13818.7,179478.62375716324,IE,52.68414378932269,-7.108886675013036,2024-10-30,DDS-UP-8674,1,2025-02-07,low,valid,valid
DDS-26-00405,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,wood,4818,Toilet tissue rolls,517.6,6882.834776131334,IE,53.148152599387004,-6.74174434550071,2025-10-10,DDS-UP-7210,1,2026-01-27,low,valid,valid
DDS-26-00406,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,soy,2309,Complete dog food (soy),20566.7,183553.45964540666,AR,-34.78364032535194,-63.33698931194823,2026-02-25,DDS-UP-9151,1,2026-05-02,standard,valid,valid
DDS-24-00407,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Killeen Paper Mills,wood,4818,Toilet tissue rolls,4876.7,41903.14969605338,IE,52.13139240211821,-7.630398382420294,2024-04-22,DDS-UP-2753,1,2024-08-03,low,valid,valid
DDS-26-00408,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,wood,4401,Firelogs 700g,9475.7,113087.70537122388,IE,,,2026-01-28,DDS-UP-2161,1,2026-03-09,low,flagged: missing_geo,missing_geo
DDS-26-00409,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,wood,4401,Firelogs 700g,19959.1,247608.64328774437,IE,52.882778153375234,-6.969567677268897,2026-08-11,DDS-UP-5355,1,2026-10-18,low,valid,valid
DDS-25-00410,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,wood,4818,Toilet tissue rolls,5141.8,70365.63618227202,IE,53.35845581957219,-8.896324637714656,2024-12-19,DDS-UP-5075,1,2025-03-30,low,valid,valid
DDS-25-00411,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,cattle,2309,Beef pet food complete,17712.5,160871.64213972224,IE,52.11654254569746,-7.2841271003358745,2025-05-25,DDS-UP-2705,1,2025-08-14,low,valid,valid
DDS-26-00412,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,wood,4401,Firelogs 700g,13977.0,146395.93312615177,IE,53.40170143094137,-7.400252806178954,2026-07-28,,1,2026-11-16,low,valid,valid
DDS-25-00413,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,wood,4818,Toilet tissue rolls,23190.6,240777.41027948572,IE,53.62524011077112,-7.510565891587148,2025-02-04,DDS-UP-8412,1,2025-03-10,low,valid,valid
DDS-25-00414,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,soy,1507,Soybean oil blend,24617.7,318405.94105413835,AR,-33.94717192347901,-62.51976397133638,2025-03-09,,1,2025-06-17,standard,flagged: missing_prior,missing_prior
DDS-25-00415,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Killeen Paper Mills,wood,4401,Firelogs 700g,3891.0,50063.33913192794,IE,53.51483549076426,-8.917138617387348,2025-10-08,DDS-UP-5093,1,2025-11-18,low,valid,valid
DDS-25-00416,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,wood,4401,Firelogs 700g,4736.1,54263.36737332372,IE,52.45231184067426,-8.968395303407746,2025-05-30,,1,2025-07-11,low,valid,valid
DDS-24-00417,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,wood,4401,Firelogs 700g,23085.9,304895.1715266371,IE,53.992368085868826,-7.471148911530984,2024-06-27,DDS-UP-8115,1,2024-08-25,low,valid,valid
DDS-26-00418,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,cattle,2309,Beef pet food complete,7967.2,79361.19766311946,IE,54.58595949734973,-7.298338690904857,2025-12-13,DDS-UP-9846,1,2026-04-11,low,valid,valid
DDS-25-00419,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,wood,4818,Toilet tissue rolls,14593.7,151277.337192852,IE,53.99473572069482,-8.021351886442895,2025-09-20,DDS-UP-8076,1,2025-11-05,low,valid,valid
DDS-25-00420,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,wood,4818,Toilet tissue rolls,12794.7,112711.38576386687,IE,54.03594511410544,-7.5555427849473515,2025-01-24,,1,2025-05-05,low,valid,valid
DDS-26-00421,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,wood,4818,Toilet tissue rolls,6533.0,88488.36449492547,IE,53.5139920487128,-7.516497170567584,2026-11-18,DDS-UP-8046,1,2026-12-29,low,valid,valid
DDS-25-00422,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,wood,4818,Toilet tissue rolls,1093.1,15238.858012844756,IE,52.89580293331238,-8.628530775292106,2025-05-06,DDS-UP-6729,1,2025-07-31,low,valid,valid
DDS-26-00423,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Killeen Paper Mills,wood,4401,Firelogs 700g,19064.5,158754.439734411,IE,54.57263962071028,-8.499531209475878,2026-02-02,,1,2026-05-22,low,valid,valid
DDS-26-00424,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,soy,2309,Complete dog food (soy),7975.4,89548.05237394825,US,39.96040186928999,-96.45880012191971,2026-04-03,DDS-UP-6437,1,2026-05-29,low,valid,valid
DDS-26-00425,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,wood,4401,Firelogs 700g,17619.5,147310.6541109909,IE,,,2026-10-31,DDS-UP-9631,1,2026-12-25,low,flagged: missing_geo,missing_geo
DDS-24-00426,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,cattle,2309,Beef pet food complete,16679.1,135342.0556363849,IE,51.95925574596883,-7.235726384553839,2023-11-10,DDS-UP-6901,1,2024-03-02,low,valid,valid
DDS-26-00427,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,wood,4818,Toilet tissue rolls,21735.9,299971.6835524251,BR,-10.474379003570707,-54.370933604994335,2026-07-18,DDS-UP-4054,1,2026-10-27,standard,valid,valid
DDS-25-00428,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,soy,2309,Complete dog food (soy),18737.6,183890.0057351966,BR,-11.257823580750745,-54.91175390843464,2025-04-17,DDS-UP-6765,1,2025-07-20,standard,valid,valid
DDS-26-00429,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,wood,4818,Toilet tissue rolls,23631.3,237511.50668284082,IE,52.573038094014166,-8.038488231068804,2026-10-11,,1,2026-12-30,low,valid,valid
DDS-26-00430,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,cattle,2309,Beef pet food complete,17319.8,171020.8420214728,IE,52.946621365563225,-6.3181829196662855,2025-12-09,DDS-UP-3502,1,2026-03-26,low,valid,valid
DDS-26-00431,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Killeen Paper Mills,wood,4818,Toilet tissue rolls,21633.4,228889.71792953322,IE,52.42027182398302,-8.78427041960439,2025-12-10,DDS-UP-9582,1,2026-01-27,low,valid,valid
DDS-26-00432,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,cattle,2309,Beef pet food complete,3400.5,42821.17056144908,IE,52.27414375061161,-8.996557875931108,2025-10-30,DDS-UP-3384,1,2026-01-20,low,valid,valid
DDS-26-00433,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,soy,1507,Soybean oil blend,7208.0,65653.9164838569,BR,-9.763170810034085,-54.034904452544524,2025-12-28,,1,2026-04-15,standard,flagged: missing_prior,missing_prior
DDS-25-00434,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,wood,4401,Firelogs 700g,9301.9,121639.3595425547,IE,53.637086064314346,-7.410917922135088,2024-12-30,DDS-UP-8808,1,2025-03-30,low,valid,valid
DDS-24-00435,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Killeen Paper Mills,cattle,2309,Beef pet food complete,6043.7,82805.87145637783,IE,54.356388297396755,-7.725663208800996,2024-10-01,DDS-UP-1245,1,2024-11-28,low,valid,valid
DDS-26-00436,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,cattle,2309,Beef pet food complete,21744.7,289759.46725340217,BR,-9.726670230823112,-56.30159102729533,2026-08-20,DDS-UP-6323,1,2026-11-12,standard,valid,valid
DDS-25-00437,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,wood,4818,Toilet tissue rolls,23508.9,311603.3658429315,IE,54.00599533969898,-8.058877493734638,2025-05-26,DDS-UP-9784,1,2025-06-29,low,valid,valid
DDS-26-00438,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,wood,44x1,Firelogs 700g,13677.8,151779.26527620418,IE,54.281030304978046,-9.072752251972707,2026-09-09,,1,2026-12-28,low,flagged: invalid_hs,invalid_hs
DDS-26-00439,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,soy,1507,Soybean oil blend,11803.0,158420.5019444311,BR,-10.68133837585062,-53.84680727188541,2026-04-29,DDS-UP-1893,1,2026-07-27,standard,valid,valid
DDS-26-00440,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,soy,2309,Complete dog food (soy),13887.0,126000.52095473993,BR,-9.8320596255215,-56.160485241269214,2026-04-17,DDS-UP-6299,1,2026-07-31,standard,valid,valid
DDS-25-00441,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,soy,2309,Complete dog food (soy),22725.5,198649.62459816184,US,40.14764534208216,-96.2294610161316,2025-05-27,,1,2025-07-10,low,flagged: missing_prior,missing_prior
